0 11 1 6740932 4
1 23 1 15627371 4
2 41 0 5397289 4
3 46 1 13591997 4
4 63 1 11942495 4
5 85 1 14287523 4
6 106 0 165807 4
7 114 1 3428097 4
8 140 0 9717737 4
9 152 1 2021780 4
10 180 1 2508987 4
11 204 1 10699184 4
12 211 0 13886833 4
13 235 1 10464836 4
14 245 1 5784621 4
15 260 1 1598074 4
16 273 1 3759459 4
17 288 0 2857046 4
18 317 1 5525417 4
19 323 1 9982999 4
20 329 1 5345823 4
21 351 1 14063353 4
22 376 0 13785786 4
23 400 1 1194965 4
24 419 1 3169096 4
25 440 1 5297943 4
26 451 1 12075102 4
27 458 0 9022520 4
28 465 0 4121511 4
29 488 0 11152298 4
30 509 1 2860074 4
31 534 1 13003513 4
32 551 1 500696 4
33 577 0 10963064 4
34 597 1 4142768 4
35 621 1 3153559 4
36 643 0 851074 4
37 648 1 15101814 4
38 661 1 3375315 4
39 677 0 3196591 4
40 699 1 3291680 4
41 714 1 12316360 4
42 723 0 3717771 4
43 738 1 1211433 4
44 764 1 867564 4
45 769 1 14795569 4
46 800 0 15899288 4
47 805 0 5146799 4
48 823 0 575724 4
49 846 1 116129 4
50 873 0 8099859 4
51 880 0 61363 4
52 909 0 13865397 4
53 936 1 14570709 4
54 941 0 8830387 4
55 949 0 12375503 4
56 977 0 2676753 4
57 996 1 14825794 4
58 1015 0 3620044 4
59 1031 0 12837029 4
60 1040 0 6332407 4
61 1065 0 456121 4
62 1093 0 13193506 4
63 1120 0 756092 4
64 1136 0 9471663 4
65 1142 1 3988761 4
66 1155 0 8043312 4
67 1178 0 4922162 4
68 1201 1 5192275 4
69 1222 0 9679699 4
70 1241 1 3994418 4
71 1262 1 1322157 4
72 1293 1 13581599 4
73 1307 1 15007603 4
74 1324 0 6113372 4
75 1352 0 1410428 4
76 1377 1 7115787 4
77 1387 1 7789199 4
78 1417 1 737304 4
79 1431 1 5839454 4
80 1455 0 16575576 4
81 1472 1 11142051 4
82 1503 0 1489556 4
83 1513 0 15559457 4
84 1532 1 16021028 4
85 1558 1 8791194 4
86 1589 1 4470959 4
87 1596 1 16188047 4
88 1621 0 15075663 4
89 1640 0 10544034 4
90 1655 1 3758241 4
91 1670 1 14123334 4
92 1684 1 794708 4
93 1703 0 1495028 4
94 1726 0 12861697 4
95 1739 0 6378463 4
96 1748 0 4280511 4
97 1771 1 12174543 4
98 1775 0 1408669 4
99 1791 0 15755507 4
100 1822 1 6972922 4
101 1836 0 15301159 4
102 1856 1 14859007 4
103 1861 0 5875098 4
104 1883 1 8827864 4
105 1899 1 15442136 4
106 1925 1 14102989 4
107 1930 1 3818083 4
108 1946 0 15619448 4
109 1960 1 6927315 4
110 1980 0 14207005 4
111 1993 1 10770635 4
112 2003 1 11763911 4
113 2008 1 13463469 4
114 2018 0 15372268 4
115 2031 0 16460358 4
116 2060 1 358271 4
117 2078 1 11478250 4
118 2109 1 7011348 4
119 2140 0 3352798 4
120 2167 1 10934559 4
121 2195 0 3678337 4
122 2219 1 10251313 4
123 2229 1 105253 4
124 2240 1 4290028 4
125 2264 0 10650390 4
126 2284 1 16696534 4
127 2297 1 10325009 4
128 2304 0 115441 4
129 2330 0 9814706 4
130 2359 0 5129956 4
131 2378 0 2059106 4
132 2387 1 13519140 4
133 2394 0 6905973 4
134 2422 0 9202811 4
135 2442 1 12349057 4
136 2455 1 5765958 4
137 2487 1 4048500 4
138 2501 0 502876 4
139 2525 1 7764549 4
140 2556 0 12949670 4
141 2583 1 13809509 4
142 2594 1 10379034 4
143 2603 0 16287379 4
144 2610 0 759083 4
145 2624 0 444300 4
146 2635 0 12521067 4
147 2643 0 3309496 4
148 2660 1 2599849 4
149 2664 1 14192471 4
150 2678 0 1980763 4
151 2697 1 369346 4
152 2702 0 13089362 4
153 2723 1 5895379 4
154 2746 1 8019912 4
155 2774 0 5295693 4
156 2798 0 12325083 4
157 2808 1 3768652 4
158 2837 1 13594094 4
159 2850 0 9866089 4
160 2861 0 2466815 4
161 2871 1 747436 4
162 2900 0 1050917 4
163 2909 1 1814690 4
164 2928 0 1606565 4
165 2941 0 6699692 4
166 2962 0 6741442 4
167 2976 1 1265228 4
168 2989 1 14923901 4
169 3017 0 11353366 4
170 3022 0 10077253 4
171 3033 0 13969187 4
172 3061 1 2544686 4
173 3086 0 9382227 4
174 3090 1 12658058 4
175 3108 1 11853933 4
176 3138 0 778605 4
177 3161 0 13404033 4
178 3187 0 2297384 4
179 3217 1 12472269 4
180 3246 1 9355464 4
181 3264 1 16395903 4
182 3286 0 14531811 4
183 3295 1 14614004 4
184 3313 1 5327455 4
185 3332 1 12504237 4
186 3352 1 2991922 4
187 3377 0 6121408 4
188 3382 1 8162843 4
189 3398 0 12968030 4
190 3421 0 12334535 4
191 3447 0 15504193 4
192 3472 0 786367 4
193 3486 1 11160787 4
194 3510 0 7477820 4
195 3517 1 7020045 4
196 3545 1 7708369 4
197 3558 0 9893730 4
198 3567 0 10435521 4
199 3574 0 8780554 4
200 3586 1 11606506 4
201 3614 0 1897625 4
202 3625 1 3933177 4
203 3639 0 11531773 4
204 3671 0 15580157 4
205 3699 0 563912 4
206 3709 1 11917807 4
207 3727 1 7504248 4
208 3743 1 1030595 4
209 3765 1 1804593 4
210 3785 0 3113313 4
211 3814 1 10353385 4
212 3821 0 8522990 4
213 3851 1 15810275 4
214 3860 1 6246275 4
215 3866 1 7477855 4
216 3892 0 14264908 4
217 3898 0 4864020 4
218 3923 1 6899279 4
219 3951 1 6711842 4
220 3980 1 5149011 4
221 3999 0 3185905 4
222 4004 1 7935116 4
223 4011 0 5768755 4
224 4028 1 13115804 4
225 4047 0 11699620 4
226 4066 1 1548429 4
227 4073 1 15578708 4
228 4101 1 755701 4
229 4111 1 8880346 4
230 4116 0 8418531 4
231 4138 1 5625371 4
232 4154 0 1665604 4
233 4169 1 12091513 4
234 4182 0 5766248 4
235 4193 1 5930757 4
236 4225 1 7228625 4
237 4253 1 8064764 4
238 4279 1 6126211 4
239 4298 1 13848690 4
240 4307 1 5971836 4
241 4320 0 9884055 4
242 4326 0 5130976 4
243 4343 1 5670814 4
244 4363 0 1228379 4
245 4374 0 11573231 4
246 4387 1 16419085 4
247 4415 1 828956 4
248 4444 1 9460955 4
249 4469 1 3052998 4
250 4473 0 3699350 4
251 4488 1 5799000 4
252 4500 1 4150589 4
253 4515 0 15168952 4
254 4546 1 3340356 4
255 4569 1 1023883 4
256 4575 0 15717850 4
257 4591 0 5778888 4
258 4601 1 2528574 4
259 4630 1 9176498 4
260 4643 0 9336528 4
261 4664 1 16391788 4
262 4684 1 15425242 4
263 4698 0 8062131 4
264 4704 1 9908083 4
265 4716 1 10044888 4
266 4729 1 7154691 4
267 4756 1 2437611 4
268 4775 1 12789340 4
269 4804 1 14720513 4
270 4826 0 681188 4
271 4847 1 8521081 4
